성명,소속,직위,재산의 종류,대분류,본인과의 관계,소재지 면적 등 권리의 명세,종전가액,증가액,증가액_실거래가,감소액,감소액_실거래가,현재가액,변동사유,개별index,지역
정용욱,울산광역시 동구의회,의장,건물,아파트,장남,울산광역시 동구 동부동 현대패밀리동부아파트 건물 59.78㎡,95000,0,0,0,0,95000,변동없음,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2014년식 에쿠스 배기량(3,778cc)",45970,0,0,220,0,45750,가액변동,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,2016년식 모닝 배기량(998cc),6034,1216,0,0,0,7250,가액변동,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,장녀,"2005년식 싼타페 배기량(1,991cc)",1713,1827,0,0,0,3540,가액변동,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,장남,"2017년식 BMW 배기량(1,995cc)",67700,0,0,21160,0,46540,가액변동,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,장남,"2011년식 포터 배기량(2,497cc)",3136,384,0,0,0,3520,가액변동,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,예금,예금,본인,"농협생명보험 171(171 증가), 우체국 0(340 감소), KB증권 34,408(31,705 증가), 롯데손해보험 17,648(1,072 증가),한화투자증권 145(1 증가), 일산 121,321(4,286 증가), 농협중앙회 24,033(9,666 감소), 동양생명보험 1,461, 농소 1, 경남은행 124, 새마을금고중앙회 공제사업부 3,713(359 증가)",175437,37738,0,10150,0,203025,예금 보험 등 적립,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,예금,예금,배우자,"(주)KEB하나은행 5,045(1,004 증가), 국민은행 389, KB증권 18, 농협중앙회 1,316(341 감소), 롯데손해보험 25,846(1,412 증가), 일산 15,432(5,160 증가), 동울산 1, 경남은행5,689(3,359 증가)",43142,10935,0,341,0,53736,예금 보험 등 적립,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,예금,예금,장녀,"국민은행 2,503(254 감소), 중소기업은행 3(630 감소), 일산 3, 경남은행 1,098(383 증가), 우리은행 2,127(772 증가), 한국카카오은행(주) 1(1 증가), 롯데손해보험 9,539(542 증가)",14460,1698,0,884,0,15274,예금 보험 등 적립,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,예금,예금,장남,"신한은행 2, 농협중앙회 1,505(113 감소), 국민은행 1(2,500감소), 농협은행 10,438(10,438 증가)",4121,10606,0,2781,0,11946,예금 보험 등 적립,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,유가증권,상장주식,본인,삼성SDI 0주(130주 감소),27820,0,0,27820,0,0,전량 매도,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,채무,금융기관채무,본인,"농협중앙회 19,304(50,390 감소)",69694,0,0,50390,0,19304,선거보전비 등 일부 상환,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,채무,금융기관채무,배우자,"삼성생명보험 62,787(213 감소), 경남은행 30,000",93000,0,0,213,0,92787,일부상환,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,채무,건물임대채무,배우자,울산광역시 동구 동부동 현대패밀리동부아파트 임대보증금,15000,0,0,0,0,15000,변동없음,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,채무,금융기관채무,장녀,"한국주택금융공사 70,829(698 감소)",71527,0,0,698,0,70829,일부상환,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,채무,금융기관채무,장남,"농협은행 14,740(14,740 증가)",0,14740,0,0,0,14740,생활비 등 지출,정용욱-울산광역시 동구의회-의장,ulsan
정용욱,울산광역시 동구의회,의장,채무,건물임대채무,장남,울산광역시 동구 동부동 현대패밀리동부아파트 임대보증금,50000,0,0,0,0,50000,변동없음,정용욱-울산광역시 동구의회-의장,ulsan
김수종,울산광역시 동구의회,의원,토지,대지,본인,울산광역시 동구 방어동 458-56번지 166.00㎡ 중 20.75㎡,13609,0,0,147,0,13462,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,토지,대지,본인,울산광역시 동구 방어동 458-57번지 178.00㎡ 중 22.25㎡,14871,0,0,160,0,14711,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,토지,대지,본인,울산광역시 동구 방어동 458-58번지 188.00㎡ 중 23.50㎡,15759,0,0,172,0,15587,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,토지,대지,본인,울산광역시 동구 방어동 458-59번지 142.00㎡ 중 17.75㎡,13081,0,0,142,0,12939,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,토지,대지,본인,울산광역시 동구 방어동 458-60번지 170.00㎡ 중 21.25㎡,15661,0,0,170,0,15491,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,토지,임야,본인,울산광역시 북구 어물동 산 365-1번지 661.00㎡ 중 220.30㎡,762,46,0,0,0,808,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,단독주택,본인,울산광역시 동구 방어동 건물 79.77㎡ 중 9.97㎡,11686,0,0,350,0,11336,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,단독주택,본인,울산광역시 동구 방어동 건물 77.26㎡ 중 9.70㎡,13559,0,0,376,0,13183,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,단독주택,본인,울산광역시 동구 방어동 건물 76.96㎡ 중 9.62㎡,13124,0,0,499,0,12625,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,단독주택,본인,울산광역시 동구 방어동 건물 79.77㎡ 중 9.97㎡,12623,875,0,0,0,13498,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,단독주택,본인,울산광역시 동구 방어동 건물 76.96㎡ 중 9.62㎡,14999,1000,0,0,0,15999,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,연립주택,본인,울산광역시 동구 방어동 건물 84.60㎡,107000,0,0,3000,0,104000,지가변동,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,오피스텔전세(임차)권,장녀,서울특별시 관악구 신림동 건물 0.00㎡ (건물 132.60㎡ 감소),10000,0,0,10000,0,0,이사,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,근린생활시설전세(임차)권,차녀,울산광역시 동구 일산동 대지 456.80㎡ 건물 66.00㎡,10000,0,0,0,0,10000,변동없음,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,건물,복합건물(주택+상가)전세(임차)권,차녀,"서울특별시 강서구 화곡동 대지 33.62㎡ 건물 33.62㎡ (대지33.62㎡ 증가, 건물 33.62㎡ 증가)",0,160000,0,0,0,160000,거주지 변동에 따른 전세권 발생,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2012년식 아반떼 배기량(1,591cc)",4727,0,0,0,0,4727,변동없음,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,예금,예금,본인,"새마을금고 1,669(2 감소), KB증권 28, 농협중앙회 48(16증가), 한화생명보험주식회사 527(527 증가), 새마을금고중앙회 공제사업부 15,191(2,787 증가)",14135,3363,0,35,0,17463,보험적립 및 생활비 지출 등,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,예금,예금,장녀,"농협중앙회 10, 한마음 4, 농협은행 13, 경남은행 6,동양생명보험 703, 한국카카오은행(주) 679(679 증가)",736,679,0,0,0,1415,보험적립 및 생활비 지출 등,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,예금,예금,차녀,"동울산 548(83 증가), 송정.군자 3, 우리은행 32, 부산은행 2,동양생명보험 955(328 증가), 농협중앙회 57(52 증가)",1134,463,0,0,0,1597,보험적립 및 생활비 지출 등,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,채권,채권,본인,사인간채권 감소,35000,0,0,35000,0,0,상환,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,채무,금융기관채무,본인,"새마을금고 93,109(9,731 감소)",102840,0,0,9731,0,93109,일부상환,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,채무,금융기관채무,장녀,"웰컴저축은행 1,889(1,335 감소)",3224,0,0,1335,0,1889,일부상환,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,채무,금융기관채무,차녀,"신한은행 128,000(128,000 증가), 신한카드 6,326(5,471증가)",855,134326,0,855,0,134326,전세권 발생에 따른 채무 증가,김수종-울산광역시 동구의회-의원,ulsan
김수종,울산광역시 동구의회,의원,회원권,콘도미니엄,본인,켄싱턴리조트(구 하일라콘도),21200,0,0,0,0,21200,변동없음,김수종-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,건물,아파트,본인,울산광역시 남구 무거동 웰츠 건물 136.48㎡ 중 136.48㎡(건물 지분면적68.24㎡ 증가),138000,134000,0,0,0,272000,가족사항변동에 따른 재산권리변동,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,건물,아파트전세(임차)권,본인,울산광역시 남구 신정동 신성미소지움 건물 0.00㎡ (건물84.95㎡ 감소),291000,0,0,291000,0,0,가족사항변동에 따른 재산권리변동,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2017년식 싼타페 배기량(1,995cc)",26380,0,0,0,0,26380,변동없음,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2009년식 모닝 배기량(1,000cc) 감소",3720,0,0,3720,3720,0,가족사항변동에 따른재산권리변동,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,예금,예금,본인,"우리은행 31,746(28,338 증가), 한화손해보험 314(189 증가), 신한생명보험 3,762, 농협중앙회 0(1,439 감소), 수협은행0(122 감소), 에이비엘생명보험 4,692, 농협손해보험 18(18증가), 교보생명보험 5,864",19412,28545,0,1561,0,46396,보험금 월납입금 증가 생활비 지출 등,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,예금,예금,장녀,"농협중앙회 1,129(121 증가), 울산행복신협 32, 우리은행 20(20증가)",1040,141,0,0,0,1181,보험금 월납입금 증가 생활비 지출 등,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,예금,예금,장남,"울산행복신협 33, 우리은행 20(20 증가), DB손해보험(주)1,671(96 증가)",1608,116,0,0,0,1724,보험금 월납입금 증가 생활비 지출 등,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,채무,건물임대채무,본인,울산광역시 남구 무거동 웰츠 임대보증금 증가,112500,112500,0,0,0,225000,가족사항변동에 따른재산권리변동,김태규-울산광역시 동구의회-의원,ulsan
김태규,울산광역시 동구의회,의원,고지거부및등록제외사항,고지거부및등록제외사항,배우자,등록제외,15112,0,0,15112,0,0,이혼,김태규-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,임야,본인,"울산광역시 북구 가대동 산 192-3번지 33,421.00㎡ 중16,710.50㎡",18882,1671,0,0,0,20553,공시지가변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,답,본인,"경상북도 포항시 북구 흥해읍 곡강리 1164번지 1,586.00㎡ 중529.00㎡",30682,0,0,0,0,30682,공시지가변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,임야,본인,울산광역시 동구 화정동 산 174번지 569.00㎡,180000,0,0,0,0,180000,변동없음,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,임야,본인,"울산광역시 북구 어물동 산 390번지 12,344.00㎡",77767,4937,0,0,0,82704,공시지가변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,전,배우자,울산광역시 울주군 범서읍 척과리 612-12번지 571.00㎡,44709,5424,0,0,0,50133,공시지가변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,전,배우자,울산광역시 울주군 범서읍 척과리 612-13번지 326.00㎡ 중72.07㎡,5643,684,0,0,0,6327,공시지가변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,답,배우자,울산광역시 북구 신명동 223-6번지 0.00㎡ (957.00㎡ 감소),425000,0,0,425000,700000,0,매도,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,토지,대지,장남,울산광역시 울주군 범서읍 척과리 1145-3번지 380.00㎡,210000,0,0,0,0,210000,변동없음,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,건물,다가구주택,본인,울산광역시 울주군 온양읍 운화리 대지 297.20㎡ 건물475.00㎡,455000,4000,0,0,0,459000,공시지가변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,건물,다가구주택,배우자,"울산광역시 울주군 온양읍 운화리 대지 0.00㎡ 건물 0.00㎡(대지 287.30㎡ 감소, 건물 463.61㎡ 감소)",441000,0,0,441000,630000,0,매도,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,건물,아파트,배우자,울산광역시 남구 야음동 신정현대홈타운 건물 114.60㎡,249000,0,0,0,0,249000,변동없음,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,건물,아파트,모,울산광역시 남구 달동 이진빌라 건물 58.35㎡,123000,0,0,0,0,123000,변동없음,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,건물,오피스텔전세(임차)권,장남,경상남도 창원시 마산회원구 합성동 건물 44.00㎡ (건물44.00㎡ 증가),0,60000,0,0,0,60000,전세계약,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2011년식 싼타페 배기량(2,199cc)",5909,0,0,1004,0,4905,가액변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2010년식 제네시스 배기량(3,300cc)",9576,0,0,600,0,8976,가액변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,2019년식 코나일렉트릭 배기량(180cc) 증가,0,46500,0,0,0,46500,차량 매입,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,장남,"2013년식 쏘나타 배기량(1,998cc) 감소",6649,0,0,6649,6000,0,차량 매도,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,예금,예금,본인,"동울산 2,145(2,145 증가), 삼성생명보험 10,152, 신한은행8,368(4,166 증가), KB증권 3, 농협은행 935(49 감소),하이투자증권 483, 울산동부신협 1,113(35 증가), 농협중앙회125,856(114,229 증가), 서부 13,561(9,313 증가),DB손해보험(주) 44,683(4,859 증가), 동울산 1,000",73601,134748,0,50,0,208299,건물 매도에 따른 예금 증가,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,예금,예금,배우자,"서부 1,021, 현대해상화재보험 5,384(160 증가), KB증권 36, 메리츠화재해상보험(보험) 7,000(2,200 감소), 농협중앙회 211,292(209,738 증가), 신한은행 1,791(1,319 증가),하이투자증권 17,407(3,314 감소), 농협은행 29,177(6,033 증가), 새마을금고 0(350 감소), 동울산 1,385(202 증가), 울산동부신협 1,113(35 증가), 수협중앙회 0(35,000 감소)",98983,219887,0,43264,0,275606,건물 매도에 따른 예금 증가,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,예금,예금,모,"농협중앙회 1,273(299 증가), 남울산 10,000, 남울산 1",10975,11273,0,10974,0,11274,건물 매도에 따른 예금 증가,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,예금,예금,장남,"삼성창원병원 6,770(2,490 증가), 서부 3,548(546 감소),경남은행 2,869(2,869 증가), 신한생명보험 505(505 증가),KB증권 1, 한국카카오은행(주) 97(97 증가), 우리은행 2,한국교직원공제회 1,718(748 증가), 울산동부신협 1,113(35증가), 동울산 1,000",11425,6744,0,546,0,17623,건물 매도에 따른 예금 증가,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,유가증권,상장주식,본인,"에임하이 3,060주",9761,0,0,9761,0,0,일부매도 및 거래변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,유가증권,상장주식,배우자,"서울반도체 0주(300주 감소), 위메이드 247주(247주 증가)",8355,6409,0,8355,0,6409,일부매도 및 거래변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,채무,금융기관채무,본인,"새마을금고 76,000(24,000 감소)",100000,0,0,24000,0,76000,일부상환,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,채무,건물임대채무,본인,울산광역시 울주군 온양읍 운화리 임대보증금 감소,143000,14000,0,94000,0,63000,임대차 계약 변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,채무,금융기관채무,배우자,"농협중앙회 0(266,000 감소), 새마을금고 0(122,500 감소)",388500,0,0,388500,0,0,건물매도에 따른 채무 상환,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,채무,건물임대채무,배우자,울산광역시 울주군 온양읍 운화리 임대보증금 감소,19000,0,0,19000,0,0,건물매도에 따른 채무 상환,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,채무,건물임대채무,배우자,울산광역시 남구 야음동 신정현대홈타운 임대보증금 감소,230000,200000,0,230000,0,200000,임대차 계약 변동,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,채무,금융기관채무,장남,"경남은행 60,000(55,086 증가), 새마을금고 62,949(25,179감소)",93042,60000,0,30093,0,122949,일부상환 및 전세보증금 대출,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,채무,기타,장남,한국장학재단,33334,0,0,0,0,33334,변동없음,박경옥-울산광역시 동구의회-의원,ulsan
박경옥,울산광역시 동구의회,의원,회원권,골프,본인,경주신라컨트리클럽,78000,0,0,0,0,78000,변동없음,박경옥-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,공장용지,배우자,울산광역시 동구 방어동 204-14번지 660.00㎡,998250,0,0,0,0,998250,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,전,배우자,울산광역시 울주군 범서읍 두산리 1137번지 288.00㎡중 14.40㎡,493,0,0,0,0,493,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 울주군 범서읍 두산리 산 186번지 28,264.00㎡ 중1,413.20㎡",7998,0,0,0,0,7998,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 울주군 범서읍 두산리 산 187번지 33,322.00㎡ 중1,715.08㎡",9896,0,0,0,0,9896,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 울주군 범서읍 망성리 산 106번지 49,884.00㎡ 중2,567.53㎡",2747,0,0,0,0,2747,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,답,배우자,울산광역시 울주군 범서읍 서사리 27번지 390.00㎡ 중 20.07㎡,672,0,0,0,0,672,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 울주군 웅촌면 은현리 산 187-1번지 10,215.00㎡중 525.77㎡",508,0,0,0,0,508,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 울주군 웅촌면 은현리 산 187-2번지 28,860.00㎡중 1,485.42㎡",1470,0,0,0,0,1470,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 울주군 웅촌면 은현리 산 187-3번지 27,273.00㎡중 1,403.74㎡",1389,0,0,0,0,1389,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,전,배우자,울산광역시 중구 다운동 176번지 565.00㎡ 중 29.08㎡,3129,0,0,0,0,3129,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 울주군 웅촌면 은현리 산 187-4번지 26,083.00㎡중 1,342.49㎡",1329,0,0,0,0,1329,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,답,배우자,울산광역시 중구 우정동 206-3번지 13.00㎡ 중 0.67㎡,900,0,0,0,0,900,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 중구 유곡동 산 36번지 2,245.00㎡ 중 115.50㎡",4516,0,0,0,0,4516,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,울산광역시 중구 유곡동 산 36-2번지 187.00㎡ 중 9.60㎡,222,0,0,0,0,222,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,배우자,"울산광역시 중구 유곡동 산 43-2번지 5,157.00㎡ 중 265.40㎡",9235,0,0,0,0,9235,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,부,경상남도 산청군 산청읍 모고리 1336-6번지 843.00㎡,1095,0,0,0,0,1095,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,임야,부,경상남도 산청군 산청읍 모고리 1336-8번지 450.00㎡,585,0,0,0,0,585,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,전,부,경상남도 산청군 산청읍 산청리 20번지 122.00㎡,24668,0,0,0,0,24668,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,대지,부,경상남도 산청군 산청읍 송경리 41번지 569.00㎡ 중 190.00㎡,4351,0,0,0,0,4351,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,토지,전,부,경상남도 산청군 산청읍 송경리 42-2번지 93.00㎡ 중 31.00㎡,294,0,0,0,0,294,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,건물,아파트,본인,울산광역시 동구 방어동 프라임정림아파트 건물 84.64㎡,150000,0,0,0,0,150000,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,건물,상가,본인,울산광역시 동구 방어동 대지 185.00㎡ 건물 169.21㎡,390000,0,0,0,0,390000,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,건물,문화및집회시설,배우자,울산광역시 동구 방어동 대지 122.00㎡ 중 18.30㎡ 건물52.87㎡ 중 7.93㎡,7859,0,0,0,0,7859,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,건물,문화및집회시설,배우자,울산광역시 동구 방어동 대지 155.00㎡ 건물 51.60㎡,234400,0,0,0,0,234400,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,건물,단독주택,부,경상남도 산청군 산청읍 산청리 대지 175.00㎡ 건물 128.20㎡,58600,0,0,0,0,58600,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2013년식 쏘울 배기량(1,591cc)",4518,0,0,0,0,4518,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2006년식 싼타페 배기량(2,188cc)",3005,0,0,0,0,3005,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2007년식 소나타 배기량(1,998cc)",873,0,0,0,0,873,변동없음,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,예금,예금,본인,"현대해상화재보험 12,541(738 증가), KB증권 122, 한화손해보험 2,011(353 증가), 농협은행 5,337(2,033 감소), (주)KB손해보험 1,102(86 증가), 국민은행 12, 농협중앙회 504(503 증가), 한화생명보험주식회사 22,792(696 증가), 동양생명보험 4,453(667 증가), 경남은행 4, DB손해보험(주) 2,611(307 증가), 한마음 3,505(5,538 감소), 교보생명보험3,997(314 증가), 새마을금고중앙회 공제사업부 438(101 증가)",63235,3765,0,7571,0,59429,상가임대계약 만료에 따른 보증금 상환 및 생활비 지출 등,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,예금,예금,배우자,"KB증권 4, 농협중앙회 19,544(28,468 감소), 우체국 133, DB금융투자 138, 한화손해보험 2,600, 일산 2,809(12,246 감소), 라이나생명보험9,301(1,320 증가), 울산동부신협 4,625(12,920 감소)",91468,1320,0,53634,0,39154,상가임대계약 만료에 따른 보증금 상환 및 생활비 지출 등,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,예금,예금,부,"산청 5,596(5,596 증가), 농협중앙회 1,649(876 감소), 산청 8,269(2,000 증가)",8794,8096,0,1376,0,15514,,유봉선-울산광역시 동구의회-의원,ulsan
유봉선,울산광역시 동구의회,의원,예금,예금,모,"산청 7,000(2,354 감소), 농협중앙회 7,462(1,537 증가),산청 12,000(12,000 증가)",15279,13537,0,2354,0,26462,,유봉선-울산광역시 동구의회-의원,ulsan
